[0]:0 [1]:0 [2]:0 [3]:0
[0]:3612897906 [1]:1 [2]:2 [3]:201
[0]:3400522784 [1]:1 [2]:2 [3]:34
[0]:4172930442 [1]:1 [2]:2 [3]:33
[0]:3964677603 [1]:1 [2]:2 [3]:97
[0]:3750798662 [1]:1 [2]:2 [3]:127
[0]:3546592939 [1]:1 [2]:2 [3]:191
[0]:3340997299 [1]:1 [2]:2 [3]:44
[0]:4097520796 [1]:1 [2]:2 [3]:157
[0]:3885886213 [1]:1 [2]:2 [3]:31
[0]:3674029136 [1]:1 [2]:2 [3]:184
[0]:3456827047 [1]:1 [2]:2 [3]:141
[0]:4242799129 [1]:1 [2]:2 [3]:41
[0]:4016416569 [1]:1 [2]:2 [3]:116
[0]:3804572107 [1]:1 [2]:2 [3]:29
[0]:3585451997 [1]:1 [2]:2 [3]:47
[0]:3373015251 [1]:1 [2]:2 [3]:97
[0]:4160678099 [1]:1 [2]:2 [3]:67
[0]:3936981326 [1]:1 [2]:2 [3]:168
[0]:3724931759 [1]:1 [2]:2 [3]:163
[0]:3508476468 [1]:1 [2]:2 [3]:29
[0]:3297030343 [1]:1 [2]:2 [3]:188
[0]:4084878506 [1]:1 [2]:2 [3]:136
[0]:3845024104 [1]:1 [2]:2 [3]:164
[0]:3637000849 [1]:1 [2]:2 [3]:133
[0]:3428967926 [1]:1 [2]:2 [3]:130
[0]:4222761838 [1]:1 [2]:2 [3]:190
[0]:4004618563 [1]:1 [2]:2 [3]:37
[0]:3794425677 [1]:1 [2]:2 [3]:102
[0]:3592908278 [1]:1 [2]:2 [3]:137
[0]:3386140129 [1]:1 [2]:2 [3]:132
[0]:4171306509 [1]:1 [2]:2 [3]:195
[0]:3944784519 [1]:1 [2]:2 [3]:64
[0]:3736697442 [1]:1 [2]:2 [3]:32
[0]:3525093994 [1]:1 [2]:2 [3]:34
[0]:3301821303 [1]:1 [2]:2 [3]:109
[0]:4088862539 [1]:1 [2]:2 [3]:30
[0]:3873054501 [1]:1 [2]:2 [3]:80
[0]:3661441303 [1]:1 [2]:2 [3]:41
[0]:3441697889 [1]:1 [2]:2 [3]:151
[0]:4232657473 [1]:1 [2]:2 [3]:149
[0]:4021514514 [1]:1 [2]:2 [3]:78
[0]:3797039927 [1]:1 [2]:2 [3]:94
[0]:3574436352 [1]:1 [2]:2 [3]:70
[0]:3328846724 [1]:1 [2]:2 [3]:199
[0]:4120634817 [1]:1 [2]:2 [3]:190
[0]:3904947044 [1]:1 [2]:2 [3]:89
[0]:3700803772 [1]:1 [2]:2 [3]:141
[0]:3485071113 [1]:1 [2]:2 [3]:55
[0]:4277026956 [1]:1 [2]:2 [3]:38
[0]:4066853187 [1]:1 [2]:2 [3]:188
[0]:3854849882 [1]:1 [2]:2 [3]:81
[0]:3639773994 [1]:1 [2]:2 [3]:113
[0]:3429241441 [1]:1 [2]:2 [3]:87
[0]:4216813624 [1]:1 [2]:2 [3]:108
[0]:4000940389 [1]:1 [2]:2 [3]:144
[0]:3793100351 [1]:1 [2]:2 [3]:201
[0]:3592760082 [1]:1 [2]:2 [3]:79
[0]:3382259591 [1]:1 [2]:2 [3]:151
[0]:4173055152 [1]:1 [2]:2 [3]:27
[0]:3960958263 [1]:1 [2]:2 [3]:128
[0]:3745029019 [1]:1 [2]:2 [3]:28
[0]:3538275007 [1]:1 [2]:2 [3]:75
[0]:3336089122 [1]:1 [2]:2 [3]:82
[0]:4106094553 [1]:1 [2]:2 [3]:54
[0]:3901111074 [1]:1 [2]:2 [3]:198
[0]:3692729387 [1]:1 [2]:2 [3]:151
[0]:3484819763 [1]:1 [2]:2 [3]:197
[0]:4256718448 [1]:1 [2]:2 [3]:189
[0]:4046292656 [1]:1 [2]:2 [3]:194
[0]:3841014371 [1]:1 [2]:2 [3]:37
[0]:3624732892 [1]:1 [2]:2 [3]:37
[0]:3410065664 [1]:1 [2]:2 [3]:101
[0]:4192741308 [1]:1 [2]:2 [3]:81
[0]:3980994033 [1]:1 [2]:2 [3]:195
[0]:3774166702 [1]:1 [2]:2 [3]:129
[0]:3561064401 [1]:1 [2]:2 [3]:177
[0]:3352897941 [1]:1 [2]:2 [3]:146
[0]:4135119251 [1]:1 [2]:2 [3]:149
[0]:3915106956 [1]:1 [2]:2 [3]:184
[0]:3712820104 [1]:1 [2]:2 [3]:212
[0]:3501115079 [1]:1 [2]:2 [3]:211
[0]:4292888141 [1]:1 [2]:2 [3]:125
[0]:4073035594 [1]:1 [2]:2 [3]:89
[0]:3865197086 [1]:1 [2]:2 [3]:160
[0]:3641230519 [1]:1 [2]:2 [3]:33
[0]:3437060142 [1]:1 [2]:2 [3]:174
[0]:4220816451 [1]:1 [2]:2 [3]:184
[0]:3972968041 [1]:1 [2]:2 [3]:41
[0]:3764990067 [1]:1 [2]:2 [3]:183
[0]:3558793823 [1]:1 [2]:2 [3]:134
[0]:3350579853 [1]:1 [2]:2 [3]:164
[0]:4143008322 [1]:1 [2]:2 [3]:71
[0]:3928909543 [1]:1 [2]:2 [3]:154
[0]:3669682587 [1]:1 [2]:2 [3]:102
[0]:3460970789 [1]:1 [2]:2 [3]:136
[0]:4256497736 [1]:1 [2]:2 [3]:104
[0]:4045105326 [1]:1 [2]:2 [3]:90
[0]:3833188701 [1]:1 [2]:2 [3]:144
[0]:3612015332 [1]:1 [2]:2 [3]:208
[0]:3389331507 [1]:1 [2]:2 [3]:153
[0]:4173065388 [1]:1 [2]:2 [3]:136
[0]:3965233168 [1]:1 [2]:2 [3]:119
[0]:3712344016 [1]:1 [2]:2 [3]:205
[0]:3501171486 [1]:1 [2]:2 [3]:46
[0]:4285147674 [1]:1 [2]:2 [3]:93
[0]:4080945348 [1]:1 [2]:2 [3]:95
[0]:3866861152 [1]:1 [2]:2 [3]:165
[0]:3660706453 [1]:1 [2]:2 [3]:129
[0]:3451787624 [1]:1 [2]:2 [3]:217
[0]:4237119378 [1]:1 [2]:2 [3]:172
