[0]:0 [1]:0 [2]:0 [3]:0
[0]:3639208302 [1]:1 [2]:2 [3]:53
[0]:3422425332 [1]:1 [2]:2 [3]:80
[0]:4206525173 [1]:1 [2]:2 [3]:33
[0]:3951557718 [1]:1 [2]:2 [3]:52
[0]:3734411494 [1]:1 [2]:2 [3]:30
[0]:3503321627 [1]:1 [2]:2 [3]:144
[0]:4286724088 [1]:1 [2]:2 [3]:87
[0]:4066194844 [1]:1 [2]:2 [3]:158
[0]:3858354728 [1]:1 [2]:2 [3]:74
[0]:3654477688 [1]:1 [2]:2 [3]:165
[0]:3414717239 [1]:1 [2]:2 [3]:28
[0]:4166219096 [1]:1 [2]:2 [3]:164
[0]:3946537642 [1]:1 [2]:2 [3]:161
[0]:3734381911 [1]:1 [2]:2 [3]:71
[0]:3518241777 [1]:1 [2]:2 [3]:170
[0]:4264162822 [1]:1 [2]:2 [3]:165
[0]:4058211427 [1]:1 [2]:2 [3]:36
[0]:3850350128 [1]:1 [2]:2 [3]:159
[0]:3642804617 [1]:1 [2]:2 [3]:31
[0]:3434430199 [1]:1 [2]:2 [3]:62
[0]:4214218316 [1]:1 [2]:2 [3]:77
[0]:3998187074 [1]:1 [2]:2 [3]:157
[0]:3742316443 [1]:1 [2]:2 [3]:200
[0]:3539346803 [1]:1 [2]:2 [3]:197
[0]:3317926137 [1]:1 [2]:2 [3]:200
[0]:4110073011 [1]:1 [2]:2 [3]:191
[0]:3902354344 [1]:1 [2]:2 [3]:88
[0]:3695013477 [1]:1 [2]:2 [3]:97
[0]:3478320719 [1]:1 [2]:2 [3]:165
[0]:4268405519 [1]:1 [2]:2 [3]:140
[0]:4055664933 [1]:1 [2]:2 [3]:52
[0]:3852142922 [1]:1 [2]:2 [3]:31
[0]:3576381997 [1]:1 [2]:2 [3]:28
[0]:3370203604 [1]:1 [2]:2 [3]:124
[0]:4146412901 [1]:1 [2]:2 [3]:197
[0]:3934317859 [1]:1 [2]:2 [3]:115
[0]:3714449598 [1]:1 [2]:2 [3]:97
[0]:3506775314 [1]:1 [2]:2 [3]:56
[0]:4292442909 [1]:1 [2]:2 [3]:31
[0]:4075972254 [1]:1 [2]:2 [3]:161
[0]:3862251748 [1]:1 [2]:2 [3]:108
[0]:3650528644 [1]:1 [2]:2 [3]:44
[0]:3438339089 [1]:1 [2]:2 [3]:146
[0]:4222753853 [1]:1 [2]:2 [3]:109
[0]:4013817323 [1]:1 [2]:2 [3]:66
[0]:3743191942 [1]:1 [2]:2 [3]:37
[0]:3534501364 [1]:1 [2]:2 [3]:92
[0]:3326798689 [1]:1 [2]:2 [3]:153
[0]:4114191747 [1]:1 [2]:2 [3]:100
[0]:3898034808 [1]:1 [2]:2 [3]:152
[0]:3670259941 [1]:1 [2]:2 [3]:34
[0]:3462598778 [1]:1 [2]:2 [3]:187
[0]:4247030546 [1]:1 [2]:2 [3]:52
[0]:3972843608 [1]:1 [2]:2 [3]:189
[0]:3758464943 [1]:1 [2]:2 [3]:23
[0]:3498778257 [1]:1 [2]:2 [3]:148
[0]:4266247892 [1]:1 [2]:2 [3]:196
[0]:4054106646 [1]:1 [2]:2 [3]:34
[0]:3809330284 [1]:1 [2]:2 [3]:129
[0]:3602523886 [1]:1 [2]:2 [3]:185
[0]:3393979284 [1]:1 [2]:2 [3]:72
[0]:4134843697 [1]:1 [2]:2 [3]:168
[0]:3920695801 [1]:1 [2]:2 [3]:32
[0]:3691010057 [1]:1 [2]:2 [3]:32
[0]:3471778287 [1]:1 [2]:2 [3]:30
[0]:4254945609 [1]:1 [2]:2 [3]:129
[0]:4019655136 [1]:1 [2]:2 [3]:129
[0]:3814214082 [1]:1 [2]:2 [3]:166
[0]:3602182389 [1]:1 [2]:2 [3]:68
[0]:3394122402 [1]:1 [2]:2 [3]:187
[0]:4185564419 [1]:1 [2]:2 [3]:159
[0]:3978403799 [1]:1 [2]:2 [3]:196
[0]:3766330834 [1]:1 [2]:2 [3]:159
[0]:3558506228 [1]:1 [2]:2 [3]:123
[0]:3352155079 [1]:1 [2]:2 [3]:104
[0]:4138362039 [1]:1 [2]:2 [3]:90
[0]:3926836637 [1]:1 [2]:2 [3]:102
[0]:3714269123 [1]:1 [2]:2 [3]:197
[0]:3498799333 [1]:1 [2]:2 [3]:82
[0]:4286322708 [1]:1 [2]:2 [3]:110
[0]:4074520204 [1]:1 [2]:2 [3]:126
[0]:3868747761 [1]:1 [2]:2 [3]:85
[0]:3663386572 [1]:1 [2]:2 [3]:34
[0]:3454670267 [1]:1 [2]:2 [3]:86
[0]:4234356368 [1]:1 [2]:2 [3]:195
[0]:4028259106 [1]:1 [2]:2 [3]:64
[0]:3810983008 [1]:1 [2]:2 [3]:32
[0]:3595855226 [1]:1 [2]:2 [3]:115
[0]:3382569486 [1]:1 [2]:2 [3]:70
[0]:4170322071 [1]:1 [2]:2 [3]:36
[0]:3954491792 [1]:1 [2]:2 [3]:109
[0]:3706831871 [1]:1 [2]:2 [3]:46
[0]:3502450048 [1]:1 [2]:2 [3]:200
[0]:3298305352 [1]:1 [2]:2 [3]:108
[0]:4090464293 [1]:1 [2]:2 [3]:193
[0]:3878574036 [1]:1 [2]:2 [3]:113
[0]:3658355466 [1]:1 [2]:2 [3]:35
[0]:3454292432 [1]:1 [2]:2 [3]:112
[0]:4242499557 [1]:1 [2]:2 [3]:154
[0]:4034221952 [1]:1 [2]:2 [3]:34
[0]:3818247758 [1]:1 [2]:2 [3]:137
[0]:3605421541 [1]:1 [2]:2 [3]:135
[0]:3305036197 [1]:1 [2]:2 [3]:98
[0]:4098608208 [1]:1 [2]:2 [3]:36
[0]:3884182413 [1]:1 [2]:2 [3]:176
[0]:3663868288 [1]:1 [2]:2 [3]:119
[0]:3462679953 [1]:1 [2]:2 [3]:149
[0]:4254536326 [1]:1 [2]:2 [3]:65
[0]:4034585539 [1]:1 [2]:2 [3]:30
[0]:3826426417 [1]:1 [2]:2 [3]:81
[0]:3611428039 [1]:1 [2]:2 [3]:31
[0]:3398596973 [1]:1 [2]:2 [3]:34
[0]:4186927946 [1]:1 [2]:2 [3]:32
[0]:3920206113 [1]:1 [2]:2 [3]:32
[0]:3695403876 [1]:1 [2]:2 [3]:50
[0]:3478726687 [1]:1 [2]:2 [3]:187
[0]:4258568526 [1]:1 [2]:2 [3]:193
[0]:4026532803 [1]:1 [2]:2 [3]:76
[0]:3817931229 [1]:1 [2]:2 [3]:160
[0]:3606290099 [1]:1 [2]:2 [3]:52
[0]:3378785324 [1]:1 [2]:2 [3]:147
[0]:4171129104 [1]:1 [2]:2 [3]:119
[0]:3954455504 [1]:1 [2]:2 [3]:96
[0]:3742461397 [1]:1 [2]:2 [3]:191
[0]:3522197496 [1]:1 [2]:2 [3]:50
[0]:3314484923 [1]:1 [2]:2 [3]:191
[0]:4102371714 [1]:1 [2]:2 [3]:37
[0]:3882777819 [1]:1 [2]:2 [3]:108
[0]:3666597179 [1]:1 [2]:2 [3]:80
[0]:3446592233 [1]:1 [2]:2 [3]:97
[0]:4180576183 [1]:1 [2]:2 [3]:151
[0]:3908009336 [1]:1 [2]:2 [3]:65
[0]:3690954212 [1]:1 [2]:2 [3]:30
[0]:3475134989 [1]:1 [2]:2 [3]:66
[0]:4254680828 [1]:1 [2]:2 [3]:183
[0]:4046838729 [1]:1 [2]:2 [3]:129
[0]:3842632508 [1]:1 [2]:2 [3]:199
[0]:3626506513 [1]:1 [2]:2 [3]:207
[0]:3398300114 [1]:1 [2]:2 [3]:202
[0]:4175232853 [1]:1 [2]:2 [3]:186
[0]:3946732894 [1]:1 [2]:2 [3]:191
[0]:3741317057 [1]:1 [2]:2 [3]:205
[0]:3526280594 [1]:1 [2]:2 [3]:147
[0]:3324460617 [1]:1 [2]:2 [3]:176
[0]:4106991816 [1]:1 [2]:2 [3]:173
[0]:3894906513 [1]:1 [2]:2 [3]:172
[0]:3690590776 [1]:1 [2]:2 [3]:204
[0]:3482729266 [1]:1 [2]:2 [3]:136
[0]:4270836828 [1]:1 [2]:2 [3]:36
[0]:4063175571 [1]:1 [2]:2 [3]:85
[0]:3848942897 [1]:1 [2]:2 [3]:107
