[0]:0 [1]:0 [2]:0 [3]:0
[0]:3401265863 [1]:1 [2]:2 [3]:63
[0]:4195997381 [1]:1 [2]:2 [3]:31
[0]:3981133417 [1]:1 [2]:2 [3]:121
[0]:3762587663 [1]:1 [2]:2 [3]:33
[0]:3553200757 [1]:1 [2]:2 [3]:183
[0]:3342668761 [1]:1 [2]:2 [3]:52
[0]:4114304764 [1]:1 [2]:2 [3]:30
[0]:3900472627 [1]:1 [2]:2 [3]:160
[0]:3681269906 [1]:1 [2]:2 [3]:124
[0]:3469122548 [1]:1 [2]:2 [3]:134
[0]:4257142972 [1]:1 [2]:2 [3]:130
[0]:4046520574 [1]:1 [2]:2 [3]:46
[0]:3833468129 [1]:1 [2]:2 [3]:168
[0]:3622605298 [1]:1 [2]:2 [3]:125
[0]:3397399059 [1]:1 [2]:2 [3]:151
[0]:4184821071 [1]:1 [2]:2 [3]:190
[0]:3942806624 [1]:1 [2]:2 [3]:67
[0]:3740486963 [1]:1 [2]:2 [3]:197
[0]:3527543614 [1]:1 [2]:2 [3]:100
[0]:3325142401 [1]:1 [2]:2 [3]:44
[0]:4109033879 [1]:1 [2]:2 [3]:107
[0]:3888602197 [1]:1 [2]:2 [3]:26
[0]:3671863907 [1]:1 [2]:2 [3]:86
[0]:3448612019 [1]:1 [2]:2 [3]:86
[0]:4237283283 [1]:1 [2]:2 [3]:146
[0]:4026290993 [1]:1 [2]:2 [3]:197
[0]:3806923828 [1]:1 [2]:2 [3]:175
[0]:3601355973 [1]:1 [2]:2 [3]:181
[0]:3385910896 [1]:1 [2]:2 [3]:199
[0]:4121716693 [1]:1 [2]:2 [3]:82
[0]:3905322602 [1]:1 [2]:2 [3]:199
[0]:3689461219 [1]:1 [2]:2 [3]:187
[0]:3477410719 [1]:1 [2]:2 [3]:102
[0]:4258717723 [1]:1 [2]:2 [3]:149
[0]:4040703952 [1]:1 [2]:2 [3]:64
[0]:3829437607 [1]:1 [2]:2 [3]:152
[0]:3621269518 [1]:1 [2]:2 [3]:54
[0]:3412159159 [1]:1 [2]:2 [3]:129
[0]:4200499559 [1]:1 [2]:2 [3]:49
[0]:3985264641 [1]:1 [2]:2 [3]:196
[0]:3702780171 [1]:1 [2]:2 [3]:151
[0]:3461444191 [1]:1 [2]:2 [3]:154
[0]:4245448184 [1]:1 [2]:2 [3]:110
[0]:4010532769 [1]:1 [2]:2 [3]:189
[0]:3797198386 [1]:1 [2]:2 [3]:52
[0]:3581561089 [1]:1 [2]:2 [3]:30
[0]:3369563138 [1]:1 [2]:2 [3]:43
[0]:4146375868 [1]:1 [2]:2 [3]:127
[0]:3933401508 [1]:1 [2]:2 [3]:179
[0]:3685454667 [1]:1 [2]:2 [3]:194
[0]:3487138774 [1]:1 [2]:2 [3]:121
[0]:4226237171 [1]:1 [2]:2 [3]:120
[0]:4014747638 [1]:1 [2]:2 [3]:66
[0]:3803022831 [1]:1 [2]:2 [3]:94
[0]:3593387561 [1]:1 [2]:2 [3]:153
[0]:3373143079 [1]:1 [2]:2 [3]:65
[0]:4167440684 [1]:1 [2]:2 [3]:140
[0]:3959094707 [1]:1 [2]:2 [3]:197
[0]:3708374969 [1]:1 [2]:2 [3]:196
[0]:3485149976 [1]:1 [2]:2 [3]:48
[0]:4282056533 [1]:1 [2]:2 [3]:27
[0]:4065179063 [1]:1 [2]:2 [3]:202
[0]:3845200128 [1]:1 [2]:2 [3]:79
[0]:3628536953 [1]:1 [2]:2 [3]:176
[0]:3417283217 [1]:1 [2]:2 [3]:98
[0]:4183204218 [1]:1 [2]:2 [3]:60
[0]:3958898981 [1]:1 [2]:2 [3]:68
[0]:3744207462 [1]:1 [2]:2 [3]:88
[0]:3535737141 [1]:1 [2]:2 [3]:199
[0]:3317356634 [1]:1 [2]:2 [3]:178
[0]:4105267793 [1]:1 [2]:2 [3]:199
[0]:3881217604 [1]:1 [2]:2 [3]:33
[0]:3661305439 [1]:1 [2]:2 [3]:191
[0]:3429299888 [1]:1 [2]:2 [3]:190
[0]:4209261702 [1]:1 [2]:2 [3]:188
[0]:3995100913 [1]:1 [2]:2 [3]:198
[0]:3774716143 [1]:1 [2]:2 [3]:135
[0]:3561862434 [1]:1 [2]:2 [3]:100
[0]:3345982549 [1]:1 [2]:2 [3]:135
[0]:4119995733 [1]:1 [2]:2 [3]:114
[0]:3890810759 [1]:1 [2]:2 [3]:157
[0]:3679570287 [1]:1 [2]:2 [3]:141
[0]:3461937921 [1]:1 [2]:2 [3]:149
[0]:4249326848 [1]:1 [2]:2 [3]:114
[0]:4026863203 [1]:1 [2]:2 [3]:185
[0]:3797324938 [1]:1 [2]:2 [3]:191
[0]:3587545781 [1]:1 [2]:2 [3]:129
[0]:3365488872 [1]:1 [2]:2 [3]:87
[0]:4142727088 [1]:1 [2]:2 [3]:95
[0]:3933402909 [1]:1 [2]:2 [3]:81
[0]:3721258283 [1]:1 [2]:2 [3]:47
[0]:3510225957 [1]:1 [2]:2 [3]:92
[0]:3297339834 [1]:1 [2]:2 [3]:61
[0]:4091130296 [1]:1 [2]:2 [3]:71
[0]:3888530171 [1]:1 [2]:2 [3]:195
[0]:3670838363 [1]:1 [2]:2 [3]:203
[0]:3426152119 [1]:1 [2]:2 [3]:114
[0]:4193579128 [1]:1 [2]:2 [3]:191
[0]:3985562384 [1]:1 [2]:2 [3]:31
[0]:3768935776 [1]:1 [2]:2 [3]:173
[0]:3553448539 [1]:1 [2]:2 [3]:200
[0]:3330887717 [1]:1 [2]:2 [3]:194
[0]:4064487649 [1]:1 [2]:2 [3]:43
[0]:3856294431 [1]:1 [2]:2 [3]:128
[0]:3646903844 [1]:1 [2]:2 [3]:189
[0]:3433139734 [1]:1 [2]:2 [3]:116
[0]:4209811502 [1]:1 [2]:2 [3]:127
[0]:3989121168 [1]:1 [2]:2 [3]:127
[0]:3773580088 [1]:1 [2]:2 [3]:136
