[0]:0 [1]:0 [2]:0 [3]:0
[0]:4280222904 [1]:1 [2]:2 [3]:34
[0]:4068545093 [1]:1 [2]:2 [3]:125
[0]:3796141269 [1]:1 [2]:2 [3]:183
[0]:3507810681 [1]:1 [2]:2 [3]:49
[0]:3295904599 [1]:1 [2]:2 [3]:164
[0]:4084563834 [1]:1 [2]:2 [3]:78
[0]:3877678366 [1]:1 [2]:2 [3]:198
[0]:3671817152 [1]:1 [2]:2 [3]:52
[0]:3452220037 [1]:1 [2]:2 [3]:166
[0]:4235712507 [1]:1 [2]:2 [3]:31
[0]:4027883058 [1]:1 [2]:2 [3]:55
[0]:3811480249 [1]:1 [2]:2 [3]:58
[0]:3594406764 [1]:1 [2]:2 [3]:158
[0]:3370064117 [1]:1 [2]:2 [3]:191
[0]:4149908258 [1]:1 [2]:2 [3]:187
[0]:3938825709 [1]:1 [2]:2 [3]:90
[0]:3731578022 [1]:1 [2]:2 [3]:133
[0]:3521204274 [1]:1 [2]:2 [3]:84
[0]:3299702478 [1]:1 [2]:2 [3]:143
[0]:4061576329 [1]:1 [2]:2 [3]:48
[0]:3772268009 [1]:1 [2]:2 [3]:163
[0]:3535869129 [1]:1 [2]:2 [3]:28
[0]:3314904077 [1]:1 [2]:2 [3]:102
[0]:4103820601 [1]:1 [2]:2 [3]:100
[0]:3892033526 [1]:1 [2]:2 [3]:68
[0]:3648114669 [1]:1 [2]:2 [3]:199
[0]:3435890682 [1]:1 [2]:2 [3]:159
[0]:4219730272 [1]:1 [2]:2 [3]:98
[0]:4004428989 [1]:1 [2]:2 [3]:127
[0]:3779698066 [1]:1 [2]:2 [3]:85
[0]:3568771671 [1]:1 [2]:2 [3]:193
[0]:3305483911 [1]:1 [2]:2 [3]:189
[0]:4095814706 [1]:1 [2]:2 [3]:68
[0]:3875726722 [1]:1 [2]:2 [3]:200
[0]:3659594766 [1]:1 [2]:2 [3]:191
[0]:3448885544 [1]:1 [2]:2 [3]:141
[0]:4182102923 [1]:1 [2]:2 [3]:194
[0]:3955945219 [1]:1 [2]:2 [3]:174
[0]:3743962129 [1]:1 [2]:2 [3]:79
[0]:3542741264 [1]:1 [2]:2 [3]:202
[0]:3332364561 [1]:1 [2]:2 [3]:95
[0]:4131732008 [1]:1 [2]:2 [3]:195
[0]:3905790962 [1]:1 [2]:2 [3]:180
[0]:3636018983 [1]:1 [2]:2 [3]:126
[0]:3424689089 [1]:1 [2]:2 [3]:57
[0]:4203853271 [1]:1 [2]:2 [3]:64
[0]:3996033514 [1]:1 [2]:2 [3]:194
[0]:3773121788 [1]:1 [2]:2 [3]:58
[0]:3559676257 [1]:1 [2]:2 [3]:65
[0]:3335710891 [1]:1 [2]:2 [3]:174
[0]:4119815582 [1]:1 [2]:2 [3]:195
[0]:3911733537 [1]:1 [2]:2 [3]:147
[0]:3693745602 [1]:1 [2]:2 [3]:80
[0]:3446574496 [1]:1 [2]:2 [3]:194
[0]:4240150634 [1]:1 [2]:2 [3]:147
[0]:4029607704 [1]:1 [2]:2 [3]:157
[0]:3827592678 [1]:1 [2]:2 [3]:39
[0]:3623726942 [1]:1 [2]:2 [3]:189
[0]:3415751929 [1]:1 [2]:2 [3]:88
[0]:4202309456 [1]:1 [2]:2 [3]:148
[0]:3995686446 [1]:1 [2]:2 [3]:45
[0]:3735700749 [1]:1 [2]:2 [3]:85
[0]:3519870678 [1]:1 [2]:2 [3]:47
[0]:3311611989 [1]:1 [2]:2 [3]:104
[0]:4083764724 [1]:1 [2]:2 [3]:122
[0]:3866668367 [1]:1 [2]:2 [3]:174
[0]:3642914438 [1]:1 [2]:2 [3]:109
[0]:3431871378 [1]:1 [2]:2 [3]:105
[0]:4219752868 [1]:1 [2]:2 [3]:145
[0]:4007980321 [1]:1 [2]:2 [3]:153
[0]:3796344577 [1]:1 [2]:2 [3]:98
[0]:3587067008 [1]:1 [2]:2 [3]:136
[0]:3387437897 [1]:1 [2]:2 [3]:30
[0]:4175954447 [1]:1 [2]:2 [3]:181
[0]:3908661478 [1]:1 [2]:2 [3]:32
[0]:3702368522 [1]:1 [2]:2 [3]:188
[0]:3491765274 [1]:1 [2]:2 [3]:146
[0]:4276298556 [1]:1 [2]:2 [3]:198
[0]:4061162839 [1]:1 [2]:2 [3]:152
[0]:3849524293 [1]:1 [2]:2 [3]:127
[0]:3635690443 [1]:1 [2]:2 [3]:161
[0]:3427508848 [1]:1 [2]:2 [3]:192
[0]:4216065729 [1]:1 [2]:2 [3]:152
[0]:3946993311 [1]:1 [2]:2 [3]:88
[0]:3743869648 [1]:1 [2]:2 [3]:190
[0]:3536165957 [1]:1 [2]:2 [3]:196
[0]:4267693048 [1]:1 [2]:2 [3]:54
[0]:4055725372 [1]:1 [2]:2 [3]:80
[0]:3847696066 [1]:1 [2]:2 [3]:157
[0]:3635757788 [1]:1 [2]:2 [3]:187
[0]:3431968723 [1]:1 [2]:2 [3]:193
[0]:4215759171 [1]:1 [2]:2 [3]:194
[0]:4003662907 [1]:1 [2]:2 [3]:199
[0]:3800178832 [1]:1 [2]:2 [3]:154
[0]:3590351478 [1]:1 [2]:2 [3]:140
[0]:3371853057 [1]:1 [2]:2 [3]:116
[0]:4155874729 [1]:1 [2]:2 [3]:31
[0]:3931725537 [1]:1 [2]:2 [3]:29
