[0]:0 [1]:0 [2]:0 [3]:0
[0]:3592382148 [1]:1 [2]:2 [3]:140
[0]:3368423411 [1]:1 [2]:2 [3]:137
[0]:4144247104 [1]:1 [2]:2 [3]:75
[0]:3932375008 [1]:1 [2]:2 [3]:37
[0]:3688769892 [1]:1 [2]:2 [3]:147
[0]:3476433878 [1]:1 [2]:2 [3]:56
[0]:4264551259 [1]:1 [2]:2 [3]:104
[0]:4051793528 [1]:1 [2]:2 [3]:192
[0]:3792407967 [1]:1 [2]:2 [3]:28
[0]:3584241749 [1]:1 [2]:2 [3]:133
[0]:3377611979 [1]:1 [2]:2 [3]:30
[0]:4158048453 [1]:1 [2]:2 [3]:60
[0]:3956485796 [1]:1 [2]:2 [3]:95
[0]:3730566168 [1]:1 [2]:2 [3]:86
[0]:3516535516 [1]:1 [2]:2 [3]:29
[0]:3305382637 [1]:1 [2]:2 [3]:92
[0]:4096317177 [1]:1 [2]:2 [3]:190
[0]:3884175518 [1]:1 [2]:2 [3]:184
[0]:3676375626 [1]:1 [2]:2 [3]:163
[0]:3472141679 [1]:1 [2]:2 [3]:121
[0]:4264126971 [1]:1 [2]:2 [3]:47
[0]:4052388748 [1]:1 [2]:2 [3]:187
[0]:3836376806 [1]:1 [2]:2 [3]:165
[0]:3636399334 [1]:1 [2]:2 [3]:107
[0]:3425049342 [1]:1 [2]:2 [3]:173
[0]:4190315153 [1]:1 [2]:2 [3]:143
[0]:3976921003 [1]:1 [2]:2 [3]:152
[0]:3768430067 [1]:1 [2]:2 [3]:153
[0]:3528197538 [1]:1 [2]:2 [3]:65
[0]:3312343503 [1]:1 [2]:2 [3]:158
[0]:4090366044 [1]:1 [2]:2 [3]:199
[0]:3880479666 [1]:1 [2]:2 [3]:193
[0]:3668303141 [1]:1 [2]:2 [3]:31
[0]:3449658893 [1]:1 [2]:2 [3]:198
[0]:4208693466 [1]:1 [2]:2 [3]:177
[0]:3992372941 [1]:1 [2]:2 [3]:33
[0]:3780797021 [1]:1 [2]:2 [3]:102
[0]:3549688498 [1]:1 [2]:2 [3]:67
[0]:3336316103 [1]:1 [2]:2 [3]:35
[0]:4103525004 [1]:1 [2]:2 [3]:62
[0]:3896462434 [1]:1 [2]:2 [3]:28
[0]:3662229864 [1]:1 [2]:2 [3]:188
[0]:3454905539 [1]:1 [2]:2 [3]:191
[0]:4241147236 [1]:1 [2]:2 [3]:38
[0]:4028344342 [1]:1 [2]:2 [3]:141
[0]:3812177247 [1]:1 [2]:2 [3]:117
[0]:3592644673 [1]:1 [2]:2 [3]:130
[0]:3376461316 [1]:1 [2]:2 [3]:98
[0]:4164334267 [1]:1 [2]:2 [3]:161
[0]:3951523683 [1]:1 [2]:2 [3]:81
[0]:3737327228 [1]:1 [2]:2 [3]:78
[0]:3524088239 [1]:1 [2]:2 [3]:188
[0]:3304395856 [1]:1 [2]:2 [3]:195
[0]:4096361369 [1]:1 [2]:2 [3]:84
[0]:3891884412 [1]:1 [2]:2 [3]:192
[0]:3672310118 [1]:1 [2]:2 [3]:145
[0]:3466597934 [1]:1 [2]:2 [3]:188
[0]:4248317692 [1]:1 [2]:2 [3]:85
[0]:4032569318 [1]:1 [2]:2 [3]:194
[0]:3812281618 [1]:1 [2]:2 [3]:181
[0]:3596287618 [1]:1 [2]:2 [3]:76
[0]:3376137178 [1]:1 [2]:2 [3]:108
