[0]:0 [1]:0 [2]:0 [3]:0
[0]:4144039371 [1]:1 [2]:2 [3]:73
[0]:3935929499 [1]:1 [2]:2 [3]:125
[0]:3717675718 [1]:1 [2]:2 [3]:37
[0]:3470046228 [1]:1 [2]:2 [3]:189
[0]:4264716947 [1]:1 [2]:2 [3]:194
[0]:4051884991 [1]:1 [2]:2 [3]:67
[0]:3837247803 [1]:1 [2]:2 [3]:54
[0]:3630318108 [1]:1 [2]:2 [3]:48
[0]:3416310009 [1]:1 [2]:2 [3]:173
[0]:4204589556 [1]:1 [2]:2 [3]:199
[0]:3987917391 [1]:1 [2]:2 [3]:195
[0]:3776050227 [1]:1 [2]:2 [3]:100
[0]:3559703277 [1]:1 [2]:2 [3]:122
[0]:3347812633 [1]:1 [2]:2 [3]:164
[0]:4120035182 [1]:1 [2]:2 [3]:97
[0]:3909473223 [1]:1 [2]:2 [3]:162
[0]:3689308226 [1]:1 [2]:2 [3]:68
[0]:3472011647 [1]:1 [2]:2 [3]:37
[0]:4268127851 [1]:1 [2]:2 [3]:72
[0]:4057750343 [1]:1 [2]:2 [3]:136
[0]:3849281434 [1]:1 [2]:2 [3]:82
[0]:3635193897 [1]:1 [2]:2 [3]:157
[0]:3422891792 [1]:1 [2]:2 [3]:162
[0]:4217527007 [1]:1 [2]:2 [3]:175
[0]:4011160117 [1]:1 [2]:2 [3]:33
[0]:3798066857 [1]:1 [2]:2 [3]:71
[0]:3557331442 [1]:1 [2]:2 [3]:114
[0]:3344120319 [1]:1 [2]:2 [3]:58
[0]:4132374936 [1]:1 [2]:2 [3]:105
[0]:3924145272 [1]:1 [2]:2 [3]:29
[0]:3672582827 [1]:1 [2]:2 [3]:193
[0]:3460356798 [1]:1 [2]:2 [3]:167
[0]:4248152561 [1]:1 [2]:2 [3]:155
[0]:4040079042 [1]:1 [2]:2 [3]:101
[0]:3827677773 [1]:1 [2]:2 [3]:151
[0]:3619945816 [1]:1 [2]:2 [3]:86
[0]:3399910136 [1]:1 [2]:2 [3]:23
[0]:4191985093 [1]:1 [2]:2 [3]:146
[0]:3981531809 [1]:1 [2]:2 [3]:158
[0]:3772151674 [1]:1 [2]:2 [3]:193
[0]:3562280516 [1]:1 [2]:2 [3]:33
[0]:3332496244 [1]:1 [2]:2 [3]:129
[0]:4122045671 [1]:1 [2]:2 [3]:197
[0]:3912253648 [1]:1 [2]:2 [3]:124
[0]:3708315321 [1]:1 [2]:2 [3]:99
[0]:3484384554 [1]:1 [2]:2 [3]:196
[0]:4260272657 [1]:1 [2]:2 [3]:32
[0]:4022737907 [1]:1 [2]:2 [3]:153
[0]:3816002894 [1]:1 [2]:2 [3]:160
[0]:3607618232 [1]:1 [2]:2 [3]:183
[0]:3402959842 [1]:1 [2]:2 [3]:73
[0]:4185634163 [1]:1 [2]:2 [3]:195
[0]:3964689349 [1]:1 [2]:2 [3]:99
[0]:3750546451 [1]:1 [2]:2 [3]:61
[0]:3535095522 [1]:1 [2]:2 [3]:196
[0]:4294405054 [1]:1 [2]:2 [3]:33
[0]:4084141778 [1]:1 [2]:2 [3]:78
[0]:3845941771 [1]:1 [2]:2 [3]:202
[0]:3632368106 [1]:1 [2]:2 [3]:171
[0]:3420256063 [1]:1 [2]:2 [3]:198
[0]:4201083554 [1]:1 [2]:2 [3]:159
[0]:3985763107 [1]:1 [2]:2 [3]:196
[0]:3752778003 [1]:1 [2]:2 [3]:66
[0]:3541443163 [1]:1 [2]:2 [3]:71
[0]:3332087446 [1]:1 [2]:2 [3]:37
[0]:4129363667 [1]:1 [2]:2 [3]:185
[0]:3916292897 [1]:1 [2]:2 [3]:26
[0]:3700900357 [1]:1 [2]:2 [3]:162
[0]:3484324218 [1]:1 [2]:2 [3]:175
[0]:4276145607 [1]:1 [2]:2 [3]:155
[0]:4056091384 [1]:1 [2]:2 [3]:204
